Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-12 09:15:00+05:30,150.60000610351562,150.60000610351562,150.14999389648438,150.1699981689453,0,0.0,0.0
2024-08-12 09:16:00+05:30,150.1999969482422,150.60000610351562,150.0,150.05999755859375,453641,0.0,0.0
2024-08-12 09:17:00+05:30,150.0500030517578,150.25999450683594,150.0500030517578,150.1300048828125,247856,0.0,0.0
2024-08-12 09:18:00+05:30,150.1199951171875,150.17999267578125,149.94000244140625,150.13999938964844,537210,0.0,0.0
2024-08-12 09:19:00+05:30,150.05999755859375,150.38999938964844,149.9199981689453,150.38999938964844,261635,0.0,0.0
2024-08-12 09:20:00+05:30,150.35000610351562,150.85000610351562,150.1999969482422,150.85000610351562,246915,0.0,0.0
2024-08-12 09:21:00+05:30,150.8800048828125,151.05999755859375,150.8000030517578,150.9199981689453,267897,0.0,0.0
2024-08-12 09:22:00+05:30,150.89999389648438,151.30999755859375,150.89999389648438,151.30999755859375,244532,0.0,0.0
2024-08-12 09:23:00+05:30,151.25,151.5,151.25,151.4199981689453,195622,0.0,0.0
2024-08-12 09:24:00+05:30,151.47000122070312,151.47000122070312,151.10000610351562,151.17999267578125,128356,0.0,0.0
2024-08-12 09:25:00+05:30,151.24000549316406,151.25,151.1199951171875,151.1699981689453,157327,0.0,0.0
2024-08-12 09:26:00+05:30,151.19000244140625,151.22000122070312,150.89999389648438,151.0,217531,0.0,0.0
2024-08-12 09:27:00+05:30,150.9499969482422,151.25,150.91000366210938,151.1300048828125,121565,0.0,0.0
2024-08-12 09:28:00+05:30,151.16000366210938,151.2899932861328,150.9499969482422,151.2899932861328,135626,0.0,0.0
2024-08-12 09:29:00+05:30,151.3300018310547,151.39999389648438,151.14999389648438,151.2100067138672,164361,0.0,0.0
2024-08-12 09:30:00+05:30,151.19000244140625,151.47000122070312,151.1300048828125,151.4499969482422,106978,0.0,0.0
2024-08-12 09:31:00+05:30,151.39999389648438,151.5399932861328,151.1699981689453,151.5,164774,0.0,0.0
2024-08-12 09:32:00+05:30,151.50999450683594,151.50999450683594,151.39999389648438,151.39999389648438,12932,0.0,0.0
2024-08-12 09:33:00+05:30,151.1300048828125,151.1999969482422,150.9499969482422,151.1300048828125,232142,0.0,0.0
2024-08-12 09:34:00+05:30,151.16000366210938,151.19000244140625,150.9600067138672,151.0,150903,0.0,0.0
2024-08-12 09:35:00+05:30,151.00999450683594,151.00999450683594,150.89999389648438,150.9199981689453,77471,0.0,0.0
2024-08-12 09:36:00+05:30,150.9600067138672,151.0800018310547,150.9199981689453,150.97000122070312,143998,0.0,0.0
2024-08-12 09:37:00+05:30,150.99000549316406,151.1300048828125,150.9199981689453,151.00999450683594,83074,0.0,0.0
2024-08-12 09:38:00+05:30,150.99000549316406,151.02999877929688,150.8800048828125,150.92999267578125,116915,0.0,0.0
2024-08-12 09:39:00+05:30,150.9499969482422,151.05999755859375,150.8000030517578,151.0399932861328,105523,0.0,0.0
2024-08-12 09:40:00+05:30,151.0500030517578,151.1999969482422,150.97999572753906,151.14999389648438,90785,0.0,0.0
