Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-12 09:15:00+05:30,269.6300048828125,269.9700012207031,269.6300048828125,269.9700012207031,0,0.0,0.0
2024-08-12 09:16:00+05:30,269.9700012207031,269.9800109863281,269.3800048828125,269.3900146484375,264,0.0,0.0
2024-08-12 09:17:00+05:30,269.3599853515625,269.55999755859375,269.3399963378906,269.3399963378906,184,0.0,0.0
2024-08-12 09:18:00+05:30,269.4599914550781,269.489990234375,269.2799987792969,269.3599853515625,6904,0.0,0.0
2024-08-12 09:19:00+05:30,269.4700012207031,269.4700012207031,269.1600036621094,269.2300109863281,786,0.0,0.0
2024-08-12 09:20:00+05:30,269.1600036621094,269.6000061035156,269.1600036621094,269.510009765625,1947,0.0,0.0
2024-08-12 09:21:00+05:30,269.5799865722656,269.69000244140625,269.44000244140625,269.6400146484375,2600,0.0,0.0
2024-08-12 09:22:00+05:30,269.6499938964844,269.80999755859375,269.6199951171875,269.7300109863281,42,0.0,0.0
2024-08-12 09:23:00+05:30,269.9100036621094,269.9100036621094,269.6300048828125,269.9100036621094,226,0.0,0.0
2024-08-12 09:24:00+05:30,269.6300048828125,269.80999755859375,269.489990234375,269.6499938964844,37,0.0,0.0
2024-08-12 09:25:00+05:30,269.5,269.5,269.489990234375,269.489990234375,51,0.0,0.0
2024-08-12 09:26:00+05:30,269.6700134277344,269.6700134277344,269.510009765625,269.510009765625,271,0.0,0.0
2024-08-12 09:27:00+05:30,269.489990234375,269.489990234375,269.3399963378906,269.3399963378906,775,0.0,0.0
2024-08-12 09:28:00+05:30,269.4599914550781,269.4599914550781,269.0899963378906,269.2699890136719,1198,0.0,0.0
2024-08-12 09:29:00+05:30,269.20001220703125,269.5299987792969,269.20001220703125,269.5299987792969,2380,0.0,0.0
2024-08-12 09:30:00+05:30,269.4700012207031,269.6199951171875,269.4100036621094,269.42999267578125,808,0.0,0.0
2024-08-12 09:31:00+05:30,269.5400085449219,269.5400085449219,269.260009765625,269.2799987792969,1138,0.0,0.0
2024-08-12 09:33:00+05:30,269.6099853515625,269.67999267578125,269.44000244140625,269.67999267578125,2392,0.0,0.0
2024-08-12 09:34:00+05:30,269.6300048828125,269.6300048828125,269.6099853515625,269.6099853515625,0,0.0,0.0
2024-08-12 09:35:00+05:30,269.54998779296875,269.54998779296875,269.3999938964844,269.54998779296875,1459,0.0,0.0
2024-08-12 09:36:00+05:30,269.6099853515625,269.6199951171875,269.6099853515625,269.6199951171875,1425,0.0,0.0
2024-08-12 09:37:00+05:30,269.6199951171875,269.75,269.6099853515625,269.6099853515625,1019,0.0,0.0
2024-08-12 09:38:00+05:30,269.3999938964844,269.510009765625,269.3999938964844,269.510009765625,2064,0.0,0.0
2024-08-12 09:39:00+05:30,269.5400085449219,269.55999755859375,269.3999938964844,269.3999938964844,340,0.0,0.0
2024-08-12 09:40:00+05:30,269.3999938964844,269.3999938964844,269.3999938964844,269.3999938964844,69,0.0,0.0
2024-08-12 09:41:00+05:30,269.3999938964844,269.5299987792969,269.3999938964844,269.42999267578125,106,0.0,0.0
2024-08-12 09:42:00+05:30,269.55999755859375,269.55999755859375,269.55999755859375,269.55999755859375,85,0.0,0.0
2024-08-12 09:43:00+05:30,269.5299987792969,269.5299987792969,269.3999938964844,269.5,555,0.0,0.0
2024-08-12 09:44:00+05:30,269.3999938964844,269.489990234375,269.3999938964844,269.3999938964844,15,0.0,0.0
2024-08-12 09:45:00+05:30,269.3999938964844,269.3999938964844,269.05999755859375,269.05999755859375,2904,0.0,0.0
2024-08-12 09:46:00+05:30,269.1000061035156,269.1000061035156,269.0299987792969,269.1000061035156,108,0.0,0.0
2024-08-12 09:47:00+05:30,269.05999755859375,269.239990234375,269.05999755859375,269.05999755859375,113,0.0,0.0
2024-08-12 09:48:00+05:30,269.2200012207031,269.2200012207031,269.1300048828125,269.1300048828125,224,0.0,0.0
2024-08-12 09:49:00+05:30,269.1000061035156,269.20001220703125,269.0299987792969,269.20001220703125,145,0.0,0.0
